1.210091190108191626e+02 1.696092735703245751e+02 6.711591962905719022e+00
7.693643410852713771e+01 1.442507751937984608e+02 3.732558139534883912e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.286885553470919419e+01 1.090641651031894952e+02 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.281507769038941147e+00 6.175254172261653451e+01 6.827162862075579763e-01
2.540219206680584421e+02 2.524018789144050174e+02 2.512620041753653481e+02
1.000000000000000000e+00 2.195652742367784427e+01 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.175367286973555281e+02 1.863849167482860025e+02 7.328599412340842889e+01
